id,demographics_1,demographics_2,demographics_3,company_1,company_2,company_3,demographics_4,demographics_5,remote_work_time_1,remote_work_time_2,remote_work_time_3,remote_work_time_4,remote_work_time_5,remote_policy_1,split_work_day_1,split_work_day_2,split_work_day_3,remote_policy_2,remote_policy_3,remote_policy_4,remote_policy_5,remote_policy_6,remote_policy_7,remote_policy_8,remote_culture_1,remote_culture_2,remote_culture_3,remote_culture_4,remote_culture_5,remote_culture_6,remote_culture_7,remote_culture_8,remote_culture_9,remote_culture_10,remote_culture_11,remote_culture_12,use_of_time_onsite_1,use_of_time_onsite_2,use_of_time_onsite_3,use_of_time_onsite_4,use_of_time_onsite_5,use_of_time_remote_1,use_of_time_remote_2,use_of_time_remote_3,use_of_time_remote_4,use_of_time_remote_5,compensation_hypothetical_1,compensation_hypothetical_2,barriers_1,barriers_2,barriers_3,barriers_4,barriers_5,barriers_6,barriers_7,barriers_8,barriers_9,barriers_10,barriers_11,barriers_12,barriers_13,barriers_14,barriers_15,barriers_16,remote_personal_behavior_1,remote_personal_behavior_2,remote_personal_behavior_3,remote_management_1,remote_management_2,remote_management_3,remote_management_4,remote_management_5,remote_management_6,remote_management_7,remote_management_8,remote_management_9,remote_management_10,remote_management_11,productivity_1,remote_management_12
838,51,Male,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",More than 200,Single person,1,80,100,80,100,60,1,0,NA,NA,Yes,40,0,-1,1,1,0,1,1,1,0,0,0,0,0,They are about the same,0,0,0,3.0,9.0,3.0,2.0,7.0,0.5,9.0,3.0,4.5,7.0,1,0.02,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,1,Yes,0,0,0,0,0,1,-1,0,0,10,10
839,53,Male,More than 5 years,Manufacturing,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,0,5,5,5,5,5,1,1,5,5,Yes,90,0,1,2,2,2,2,2,1,2,2,-2,-2,0,My direct manger(s),2,2,0,1.0,9.0,2.0,4.0,8.0,1.0,9.0,2.0,4.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
840,25,Female,Between 1 and 5 years,Financial and Insurance,Professionals - Health Professionals,More than 200,Single person,1,90,100,90,100,90,1,0,NA,NA,Yes,40,1,-2,2,0,1,0,-2,-1,1,2,-2,0,1,They are about the same,0,1,0,2.0,8.0,2.0,4.0,8.0,1.0,8.0,2.0,5.0,8.0,0,NA,2,0,1,0,0,1,0,-1,0,0,1,0,0,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
841,35,Female,More than 5 years,Education and Training,Community and personal service workers - Carers and Aides,Between 20 and 199,Couple with dependent children,0,50,50,20,50,40,1,1,20,5,Yes,50,-1,0,1,1,0,1,-1,1,0,1,0,-1,1,They are about the same,0,1,1,1.5,8.0,2.0,3.5,9.0,0.5,8.5,2.0,4.0,9.0,1,0.05,0,0,1,1,1,0,-1,0,0,-1,1,1,-1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
842,37,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,Between 5 and 19,Couple with dependent children,1,5,5,5,50,50,0,1,5,50,No,NA,0,0,0,0,0,0,1,1,1,1,-1,-1,1,They are about the same,0,0,0,1.0,8.0,3.0,3.0,9.0,2.0,8.0,3.0,3.0,8.0,1,0.1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,-10
843,28,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,Couple with no dependent children,1,60,60,40,50,50,1,1,10,20,Yes,60,1,1,2,1,1,-1,0,1,1,1,0,-2,1,My direct manger(s),-1,-1,1,1.5,9.0,3.0,2.0,8.5,0.5,9.0,2.0,4.0,8.5,0,NA,0,0,1,1,0,1,-1,1,0,1,-1,1,0,0,1,1,0,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
844,19,Male,More than 5 years,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",More than 200,Other one family household,1,5,5,5,5,5,1,0,NA,NA,Yes,90,-1,1,0,-2,1,-2,-2,-1,1,-1,-1,1,1,They are about the same,-2,-2,-2,0.5,8.0,1.5,4.0,10.0,0.0,8.0,1.5,4.5,10.0,0,NA,-2,-1,1,2,1,2,-1,-1,1,0,-1,0,-2,2,-1,0,-1,-1,2,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
845,44,Female,More than 5 years,Administrative and Support,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,1,60,70,70,60,30,1,1,50,40,Yes,50,1,2,2,1,1,1,1,2,2,2,1,1,0,Senior leadership,2,1,1,6.0,3.0,4.0,4.0,7.0,6.0,3.0,2.0,2.0,11.0,1,0.16,1,0,1,1,2,0,1,2,1,2,1,2,0,0,1,0,1,1,2,1,Yes,2,1,2,1,2,1,0,1,2,30,30
846,23,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Couple with no dependent children,1,90,100,60,100,100,1,1,5,5,Yes,40,1,1,2,1,1,1,2,2,2,2,1,2,0,They are about the same,-1,-1,0,3.0,8.0,1.0,4.5,7.5,0.0,8.0,1.0,6.5,8.5,1,0.1,0,1,2,1,0,2,0,0,0,0,1,2,-1,2,2,2,2,2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30,NA
847,40,Male,More than 5 years,"Electricity, Gas, Water and Waste","Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Couple with no dependent children,1,10,50,20,50,50,1,0,NA,NA,Yes,20,1,-1,2,1,2,-1,1,-1,2,2,-2,1,2,My direct manger(s),1,-1,1,1.5,9.0,1.0,5.5,7.0,0.5,10.0,1.0,5.5,7.0,0,NA,0,0,0,0,0,0,0,1,1,-2,1,1,1,0,0,1,2,2,0,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40
848,51,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,Other one family household,0,100,100,100,100,80,1,1,5,5,No,NA,2,1,2,0,2,1,1,2,2,1,0,1,1,They are about the same,0,0,0,1.0,8.5,2.0,5.0,7.5,0.0,8.0,2.0,6.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
849,41,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Legal, Social and Welfare Professionals",More than 200,Couple with dependent children,1,60,60,40,60,60,0,0,NA,NA,No,NA,1,0,0,2,0,2,-1,2,2,1,1,0,0,My direct manger(s),-1,-1,-1,2.0,9.0,3.0,2.0,8.0,0.0,9.0,4.0,3.0,8.0,1,0.05,-1,0,0,1,0,0,1,-1,0,0,-1,0,1,-1,-1,0,2,0,1,1,Yes,1,1,1,1,1,-2,0,1,0,20,20
850,49,Female,More than 5 years,Manufacturing,Managers - Specialist Managers,Between 20 and 199,One parent family with dependent children,1,5,5,5,5,0,1,1,5,5,Yes,5,0,1,0,1,0,1,1,0,1,1,0,2,0,They are about the same,0,1,-1,1.0,7.0,4.0,5.0,7.0,0.5,7.0,5.0,5.0,6.5,1,0.02,1,1,0,1,1,0,0,1,1,1,2,1,1,1,1,0,0,1,1,1,Yes,1,0,1,2,1,1,0,1,1,10,10
851,54,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,Single person,0,0,30,30,20,20,1,0,NA,NA,Yes,100,-2,-2,-2,-2,-2,1,-2,-1,1,-2,0,1,-1,They are about the same,-2,-2,-2,2.0,7.0,4.5,4.5,6.0,2.0,5.0,4.5,4.5,8.0,1,0.2,0,-1,-1,-1,-2,0,-2,0,0,0,0,1,-2,0,-1,0,1,1,-1,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20
852,63,Male,More than 5 years,Manufacturing,Machinery operators and drivers - Machine and Stationary Plant Operators,Between 20 and 199,Couple with no dependent children,0,5,5,5,50,50,1,0,NA,NA,No,NA,0,-2,-2,-2,0,-2,0,-2,0,1,0,1,0,Senior leadership,0,0,0,0.5,8.0,4.0,4.0,7.5,2.0,12.0,2.0,0.0,8.0,0,NA,0,0,0,0,0,-2,0,-1,0,0,0,1,0,0,1,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
853,23,Female,Between 6 and 12 months,Other Services,Sales workers - Sales Support Workers,Between 1 and 4,Couple with dependent children,1,10,20,10,20,30,0,1,20,30,Yes,50,1,1,1,1,1,1,1,0,1,1,0,2,1,They are about the same,1,1,1,1.0,5.0,5.0,5.0,8.0,1.0,5.0,5.0,5.0,8.0,0,NA,1,1,1,0,0,0,-1,-1,1,1,1,0,1,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
854,48,Male,More than 5 years,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",More than 200,Single person,1,50,0,30,50,30,1,1,40,40,Yes,40,0,-2,-1,0,0,-1,0,0,-1,1,0,0,-2,They are about the same,-1,0,1,2.0,8.0,1.0,5.0,8.0,0.5,8.0,1.0,6.5,8.0,0,NA,1,1,-1,1,0,0,0,0,0,0,0,-1,-2,1,-1,0,-1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA
855,38,Male,More than 5 years,Other Services,Managers - Specialist Managers,More than 200,Couple with dependent children,1,20,20,20,40,20,1,1,5,5,Yes,20,0,-1,1,1,0,-1,1,2,1,1,0,1,1,They are about the same,-1,-1,-1,3.0,10.0,3.0,2.0,6.0,0.5,9.0,5.0,2.5,7.0,0,NA,-1,0,-1,-2,-1,-2,-1,0,0,-1,-2,-1,0,-1,-1,-1,0,-1,1,1,Yes,1,1,0,-1,-1,-1,1,0,-1,-20,-20
856,33,Female,Between 1 and 5 years,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",Between 20 and 199,Couple with no dependent children,1,60,90,50,90,90,1,1,30,100,Yes,60,1,0,1,1,1,-1,-1,1,0,1,-1,0,2,My direct manger(s),-1,0,1,3.0,9.0,1.0,4.0,7.0,0.0,10.0,1.0,5.0,8.0,1,0.1,1,1,2,1,0,1,0,-1,0,-1,-1,1,-1,0,0,2,2,2,-1,1,Yes,0,1,0,-1,-1,2,0,1,1,40,40
857,38,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,Couple with no dependent children,1,20,20,20,50,50,1,1,20,50,Yes,80,2,2,2,2,2,0,0,0,0,0,0,0,1,My direct manger(s),1,1,1,3.0,8.0,3.0,2.0,8.0,0.0,8.0,4.0,4.0,8.0,1,0.1,1,1,1,1,1,1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
858,28,Female,Between 1 and 5 years,Arts and Recreation,Professionals - Arts and Media Professionals,I am a sole trader/owner-operator,Group household,1,80,0,0,0,20,1,0,NA,NA,Unsure,NA,2,0,0,2,1,1,1,1,2,1,0,0,-1,They are about the same,-1,1,-1,2.5,9.0,2.0,2.5,8.0,5.0,10.0,3.0,3.0,3.0,0,NA,0,0,2,1,-1,0,0,-2,1,-1,0,0,1,0,0,0,1,-1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA
859,29,Male,Between 1 and 5 years,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,One parent family with dependent children,1,30,10,10,10,5,1,1,20,10,Yes,40,0,-1,-1,1,-1,0,-1,1,0,-1,1,1,-1,They are about the same,-1,0,1,5.0,8.0,2.0,2.0,7.0,6.0,8.0,1.0,2.0,7.0,1,0.2,1,0,-1,-1,-2,-1,0,-2,0,-2,1,0,-1,1,-2,1,-1,0,2,1,Yes,0,0,0,-1,-1,1,0,1,-1,-20,-20
860,38,Female,Between 1 and 5 years,Other Services,Clerical and administrative workers - Other Clerical and Administrative Workers,Between 5 and 19,Couple with no dependent children,1,0,100,5,50,80,1,1,5,5,Yes,100,-2,-2,-2,2,-2,-2,2,-2,-2,1,0,-2,0,They are about the same,-2,-2,-2,1.0,7.0,2.0,6.0,8.0,0.0,8.0,2.0,6.0,8.0,0,NA,0,0,0,0,-2,0,-2,-1,0,0,0,0,0,2,0,0,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
861,44,Male,Between 1 and 5 years,Information Media and Telecommunications,"Technicians and trades workers - Engineering, ICT and Science Technicians",Between 20 and 199,Single person,1,20,20,20,20,5,1,1,20,20,Yes,20,2,1,0,1,0,-1,1,0,1,-1,0,1,0,Senior leadership,-1,0,-1,2.0,8.0,0.0,6.0,8.0,0.5,8.0,0.0,7.5,8.0,0,NA,0,0,0,-2,0,-2,-1,0,0,0,-1,-1,0,-2,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
862,29,Male,Between 6 and 12 months,"Electricity, Gas, Water and Waste","Managers - Chief Executives, General Managers and Legislators",I am a sole trader/owner-operator,Group household,1,50,50,50,50,50,1,1,50,50,Yes,50,2,2,2,2,2,2,2,2,2,2,2,2,2,My direct manger(s),2,2,2,6.0,6.0,5.0,1.0,6.0,6.0,6.0,4.0,2.0,6.0,1,0.2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,Yes,2,2,2,2,2,2,2,2,2,50,50
863,39,Female,Between 1 and 5 years,Public Administration and Safety,Professionals - Arts and Media Professionals,More than 200,One parent family with dependent children,0,60,70,40,60,60,1,1,5,5,Yes,60,1,-1,1,-1,1,-1,-1,1,1,1,1,1,2,My direct manger(s),-1,-1,-1,2.0,7.0,5.0,2.0,8.0,0.0,7.0,4.0,5.0,8.0,0,NA,0,0,1,1,0,0,1,0,0,0,1,-1,0,1,0,0,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA
864,43,Male,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Multiple family household,1,100,100,100,100,50,1,1,5,5,Yes,50,1,1,1,1,0,2,1,2,1,1,-1,0,0,They are about the same,-1,-1,0,3.0,8.0,3.0,2.0,8.0,0.0,10.0,4.0,2.0,8.0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Yes,1,1,0,1,1,0,1,1,1,50,50
865,41,Female,More than 5 years,Construction,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with dependent children,0,60,80,60,80,40,1,0,NA,NA,Yes,50,1,1,1,2,1,-1,1,-2,1,2,-1,1,1,They are about the same,-1,0,-1,2.0,8.0,2.0,4.0,8.0,0.0,9.0,3.0,4.0,8.0,0,NA,1,1,1,2,1,2,0,1,2,0,2,1,1,0,1,2,1,1,0,1,Yes,2,2,2,2,2,2,2,2,2,30,30
866,32,Male,More than 5 years,Other Services,Sales workers - Sales Representatives and Agents,More than 200,Couple with no dependent children,1,90,100,100,100,100,0,1,90,100,No,NA,1,-1,-1,2,1,2,2,2,1,2,-1,-1,2,They are about the same,0,0,-1,0.0,8.0,0.0,8.0,8.0,0.5,8.0,3.0,7.0,9.0,0,NA,0,0,-1,-2,-2,-1,-1,0,0,0,0,-2,-1,1,0,-1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA
867,29,Female,Between 1 and 5 years,Retail Trade,Clerical and administrative workers - General Clerical Workers,More than 200,Single person,1,80,100,0,100,100,0,0,NA,NA,No,NA,-2,-2,-2,-2,-2,-2,2,-2,-2,2,-2,2,2,They are about the same,-2,-2,-2,3.5,8.0,2.0,2.0,8.5,0.5,8.0,1.5,6.0,8.0,0,NA,-2,0,0,1,0,0,0,0,0,0,2,0,-2,-2,0,0,2,2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
868,64,Female,More than 5 years,Education and Training,Professionals - Education Professionals,Between 20 and 199,Couple with no dependent children,1,5,0,0,0,50,1,0,NA,NA,Yes,100,0,2,2,2,2,0,2,-2,0,2,-2,1,0,They are about the same,-2,-2,-2,3.0,8.0,4.0,3.0,6.0,3.0,7.0,4.0,4.0,6.0,0,NA,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
869,60,Female,Between 6 and 12 months,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,1,100,100,100,100,80,1,0,NA,NA,Unsure,NA,2,0,-1,2,2,2,2,1,2,2,-1,-1,2,They are about the same,1,2,1,2.5,8.0,3.0,3.0,7.5,0.5,8.0,4.0,4.0,7.5,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
870,64,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,Couple with no dependent children,1,0,0,0,0,20,1,0,NA,NA,Yes,100,2,-2,-2,-2,1,-1,2,-2,-1,0,0,-2,-1,They are about the same,-2,-2,-2,4.0,8.0,1.0,4.0,7.0,4.0,8.0,1.0,4.0,7.0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
871,58,Female,More than 5 years,"Professional, Scientific and Technical",Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,Couple with dependent children,1,100,100,100,100,60,1,1,20,20,Unsure,NA,1,1,0,1,2,2,2,2,2,2,-1,-1,1,They are about the same,1,1,1,2.0,10.0,3.0,2.0,7.0,2.0,10.0,3.0,2.0,7.0,0,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
872,47,Male,Between 6 and 12 months,Wholesale Trade,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Couple with dependent children,1,10,5,5,5,0,1,0,NA,NA,No,NA,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,Senior leadership,1,1,1,1.5,7.6,4.0,2.0,8.9,0.0,8.0,4.0,3.0,9.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
873,60,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - Education Professionals,Between 1 and 4,Couple with no dependent children,1,100,100,100,100,60,0,0,NA,NA,No,NA,1,1,1,1,1,1,1,1,1,1,-1,-1,0,My direct manger(s),1,1,1,0.0,8.0,5.0,3.0,8.0,0.0,8.0,3.0,5.0,8.0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
874,41,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",I am a sole trader/owner-operator,Couple with dependent children,0,100,100,100,100,90,1,1,100,90,Yes,100,2,2,1,1,2,1,2,2,1,2,2,2,2,My direct manger(s),1,2,2,4.0,7.0,3.0,4.0,6.0,4.0,7.0,3.0,4.0,6.0,1,0.99,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,Yes,2,2,1,2,2,1,2,2,1,0,0
875,25,Male,More than 5 years,Retail Trade,Sales workers - Sales Assistants and Salespersons,Between 5 and 19,Couple with dependent children,0,0,90,0,90,90,0,1,5,5,Unsure,NA,0,-2,-2,2,0,-2,-2,-2,0,0,0,0,-2,They are about the same,-2,-2,-2,1.0,9.0,2.0,4.0,8.0,0.5,9.0,2.5,4.0,8.0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA
876,33,Female,More than 5 years,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",More than 200,Single person,1,80,50,80,50,50,1,1,40,40,No,NA,2,2,2,-2,2,2,2,2,2,2,2,2,0,They are about the same,0,0,0,1.0,12.0,1.0,4.0,6.0,0.0,12.0,1.0,5.0,6.0,0,NA,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,2,2,2,1,Yes,0,2,0,-1,2,0,1,1,-1,-20,-20
877,51,Female,Between 1 and 5 years,Other Services,Community and personal service workers - Hospitality Workers,Between 5 and 19,Single person,1,80,70,70,60,50,1,0,NA,NA,Yes,10,1,1,1,1,1,1,1,1,1,1,-1,0,1,They are about the same,1,1,1,1.0,7.0,4.0,4.0,8.0,1.0,7.0,3.0,4.0,9.0,0,NA,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,Yes,1,1,1,1,1,1,1,1,1,10,10
878,63,Male,Between 1 and 5 years,Manufacturing,Clerical and administrative workers - Numerical Clerks,Between 20 and 199,Single person,0,0,50,0,50,50,1,0,NA,NA,Yes,90,1,-2,-2,2,0,-2,1,-2,1,1,0,2,1,They are about the same,0,0,1,1.0,12.0,2.0,3.0,6.0,0.5,10.0,4.0,2.5,7.0,0,NA,0,0,1,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,1,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
879,26,Male,More than 5 years,"Electricity, Gas, Water and Waste",Technicians and trades workers - Construction Trades Workers,Between 20 and 199,One parent family with dependent children,0,70,50,70,30,90,1,1,90,80,Yes,80,0,1,1,2,2,1,1,0,2,-1,2,1,1,My direct manger(s),-1,0,-1,2.0,6.0,4.0,4.0,8.0,8.0,6.0,2.0,2.0,6.0,1,0.35,0,-1,-2,2,0,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,Yes,1,1,1,2,1,-1,1,2,2,40,40
880,48,Male,Between 6 and 12 months,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with dependent children,1,60,60,50,50,40,1,1,20,20,No,NA,2,2,2,1,2,1,1,2,2,2,-1,-1,1,They are about the same,-2,0,0,1.0,11.0,2.0,3.0,7.0,0.0,12.0,2.0,3.0,7.0,0,NA,0,1,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,1,1,1,Yes,1,0,0,0,1,-1,1,1,1,10,10
881,51,Female,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,1,100,100,100,100,90,1,0,NA,NA,No,NA,2,2,2,2,1,2,1,1,2,2,-1,1,1,My direct manger(s),-1,1,1,1.0,8.0,3.0,4.0,8.0,0.3,8.0,3.0,4.69,8.0,0,NA,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
882,41,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,One parent family with dependent children,0,100,100,100,100,90,1,1,100,90,Yes,100,1,2,2,2,2,2,2,2,2,1,1,2,2,My direct manger(s),2,2,1,4.0,7.0,3.0,4.0,6.0,4.0,7.0,3.0,4.0,6.0,1,0.99,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,Yes,2,1,2,2,1,2,2,2,1,0,0
883,48,Female,Between 1 and 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,Couple with no dependent children,1,70,100,80,80,100,0,1,70,70,No,NA,2,-1,-1,2,-1,-2,1,2,-2,2,2,1,2,My direct manger(s),0,0,-2,0.5,8.0,2.0,5.5,8.0,0.0,10.0,2.0,4.0,8.0,1,0.05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
884,32,Male,More than 5 years,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with no dependent children,1,60,90,40,80,80,0,1,40,90,Yes,60,0,0,-2,-1,-1,0,0,0,0,0,0,0,0,They are about the same,0,0,0,1.0,8.0,4.0,2.0,9.0,0.5,9.0,3.0,3.0,8.5,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Yes,0,0,0,0,0,0,0,0,0,50,50
885,26,Female,Between 1 and 5 years,Health Care and Social Assistance,Technicians and trades workers - Skilled Animal and Horticultural Workers,More than 200,One parent family with dependent children,1,20,50,5,50,50,0,0,NA,NA,No,NA,0,-1,1,2,0,0,-1,0,0,0,1,0,0,My direct manger(s),1,1,0,2.0,8.0,2.0,3.0,9.0,0.0,8.0,2.0,5.0,9.0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
886,48,Female,More than 5 years,"Transport, Postal and Warehousing","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Multiple family household,1,100,100,100,100,100,1,0,NA,NA,No,NA,-2,0,-2,-2,2,2,2,2,0,2,-1,1,2,Senior leadership,1,1,-1,2.5,7.5,1.0,4.0,9.0,0.5,7.5,4.0,4.0,8.0,0,NA,2,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
887,24,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,More than 200,Couple with no dependent children,1,100,100,60,80,100,1,1,5,5,Yes,40,-1,-2,-2,-1,-1,0,1,0,-1,1,-1,-1,2,They are about the same,-2,-1,-2,4.0,8.0,2.0,2.0,8.0,1.0,8.0,4.0,4.0,7.0,1,0.02,1,1,2,1,0,1,0,2,2,0,1,1,0,0,0,0,2,1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
888,47,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Couple with dependent children,1,90,60,80,20,60,1,1,20,60,Yes,20,2,2,-1,-1,0,2,1,0,2,0,2,-1,0,They are about the same,1,0,2,1.5,10.0,2.0,3.5,7.0,0.0,12.0,2.0,3.0,7.0,0,NA,1,1,0,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,0,-1,0,2,1,Yes,0,0,0,0,-1,-2,-1,-1,-1,-20,-20
889,54,Male,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Single person,0,100,100,100,100,100,1,1,5,5,No,NA,2,0,2,1,2,1,1,1,1,1,0,0,1,My direct manger(s),0,0,1,5.0,8.0,1.0,2.0,8.0,1.0,8.0,1.0,6.0,8.0,0,NA,0,-1,0,1,0,-1,0,1,1,1,0,1,2,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30,NA
890,54,Female,More than 5 years,Other Services,"Professionals - Legal, Social and Welfare Professionals",More than 200,Couple with dependent children,1,100,100,100,100,70,1,0,NA,NA,No,NA,2,1,1,1,2,1,2,1,1,1,-1,1,1,They are about the same,1,0,1,1.5,7.5,1.5,5.5,8.0,0.0,8.0,1.5,6.5,8.0,0,NA,0,2,2,2,0,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
